id,pregunta,asignatura,curso,tema,tipo_ejercicio,foco_auto,criterio_auto,licencia_auto,fuente_original,confianza,foco_final,criterio_final,licencia_final,verificado,notas
santillana-4-primaria-MATES_26,"Aplica distributiva: 5 × (3 + 2) = ?",Matemáticas,4º Primaria,Propiedad Distributiva,Aplicar,PROCEDIMIENTO,MAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-MATES_31,"¿4 × (5 + 3) = (4 × 5) + (4 × 3)?",Matemáticas,4º Primaria,Propiedad Distributiva,Verdadero/Falso,PROCEDIMIENTO,MAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-MATES_37,"¿Cómo se lee 45.678?",Matemáticas,4º Primaria,Números de 5 y 6 cifras,Leer números,PROCEDIMIENTO,MAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-MATES_39,"En el número 56.234, ¿qué valor tiene el 6?",Matemáticas,4º Primaria,Números de 5 y 6 cifras,Valor posicional,PROCEDIMIENTO,MAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-MATES_40,"Descompone 87.456",Matemáticas,4º Primaria,Números de 5 y 6 cifras,Descomponer,PROCEDIMIENTO,MAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-MATES_41,"¿Qué número es: 90.000 + 3.000 + 200 + 10 + 5?",Matemáticas,4º Primaria,Números de 5 y 6 cifras,Componer,PROCEDIMIENTO,MAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-MATES_43,"Ordena de menor a mayor: 12.345, 21.543, 12.354",Matemáticas,4º Primaria,Números de 5 y 6 cifras,Ordenar,PROCEDIMIENTO,MAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-MATES_44,"¿Qué número va antes de 30.000?",Matemáticas,4º Primaria,Números de 5 y 6 cifras,Anterior/Posterior,PROCEDIMIENTO,MAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-MATES_47,"¿Cómo se lee 234.567?",Matemáticas,4º Primaria,Números de 5 y 6 cifras,6 cifras,PROCEDIMIENTO,MAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-MATES_48,"¿Qué número es mayor: 234.567 o 243.567?",Matemáticas,4º Primaria,Números de 5 y 6 cifras,Mayor de 6 cifras,PROCEDIMIENTO,MAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-MATES_49,"¿Cómo se lee 2,5?",Matemáticas,4º Primaria,Números Decimales,Leer decimales,PROCEDIMIENTO,MAT_PRI4_C1.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C1.3,PROPRIETARY,false,""
santillana-4-primaria-MATES_51,"¿Cómo se lee 4,25?",Matemáticas,4º Primaria,Números Decimales,Centésimas,PROCEDIMIENTO,MAT_PRI4_C1.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C1.3,PROPRIETARY,false,""
santillana-4-primaria-MATES_52,"En 5,38, ¿qué valor tiene el 3?",Matemáticas,4º Primaria,Números Decimales,Valor posicional,PROCEDIMIENTO,MAT_PRI4_C1.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C1.3,PROPRIETARY,false,""
santillana-4-primaria-MATES_54,"Ordena de menor a mayor: 2,8 - 2,5 - 2,9",Matemáticas,4º Primaria,Números Decimales,Ordenar,PROCEDIMIENTO,MAT_PRI4_C1.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C1.3,PROPRIETARY,false,""
santillana-4-primaria-MATES_59,"¿Cuántas décimas hay en 3,4?",Matemáticas,4º Primaria,Números Decimales,Equivalencias,PROCEDIMIENTO,MAT_PRI4_C1.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C1.3,PROPRIETARY,false,""
santillana-4-primaria-MATES_60,"Redondea 4,68 a las décimas",Matemáticas,4º Primaria,Números Decimales,Redondeo,PROCEDIMIENTO,MAT_PRI4_C1.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C1.3,PROPRIETARY,false,""
santillana-4-primaria-MATES_71,"Ordena de menor a mayor: km, m, cm, mm",Matemáticas,4º Primaria,Medidas de Longitud,Orden de unidades,PROCEDIMIENTO,MAT_PRI4_C2.2,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C2.2,PROPRIETARY,false,""
santillana-4-primaria-MATES_74,"¿Cuántas horas son 120 minutos?",Matemáticas,4º Primaria,Medidas de Tiempo,Conversión,PROCEDIMIENTO,MAT_PRI4_C2.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C2.3,PROPRIETARY,false,""
santillana-4-primaria-MATES_76,"Una película dura 1 hora y 30 minutos. Si empieza a las 5:00, ¿a qué hora termina?",Matemáticas,4º Primaria,Medidas de Tiempo,Sumar tiempo,PROCEDIMIENTO,MAT_PRI4_C2.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C2.3,PROPRIETARY,false,""
santillana-4-primaria-MATES_77,"Llegas al cole a las 9:00. Si tardaste 25 minutos, ¿a qué hora saliste de casa?",Matemáticas,4º Primaria,Medidas de Tiempo,Restar tiempo,PROCEDIMIENTO,MAT_PRI4_C2.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C2.3,PROPRIETARY,false,""
santillana-4-primaria-MATES_78,"¿Cuántas horas tiene 1 día?",Matemáticas,4º Primaria,Medidas de Tiempo,Días,PROCEDIMIENTO,MAT_PRI4_C2.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C2.3,PROPRIETARY,false,""
santillana-4-primaria-MATES_86,"¿Cómo se llama el punto donde se juntan dos rectas de un ángulo?",Matemáticas,4º Primaria,Ángulos,Partes del ángulo,PROCEDIMIENTO,MAT_PRI4_C2.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C2.1,PROPRIETARY,false,""
santillana-4-primaria-MATES_88,"¿Qué ángulo forman las esquinas de un cuaderno?",Matemáticas,4º Primaria,Ángulos,Identificar recto,PROCEDIMIENTO,MAT_PRI4_C2.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C2.1,PROPRIETARY,false,""
santillana-4-primaria-MATES_89,"¿Cómo es un ángulo agudo?",Matemáticas,4º Primaria,Ángulos,Ángulo agudo,PROCEDIMIENTO,MAT_PRI4_C2.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C2.1,PROPRIETARY,false,""
santillana-4-primaria-MATES_90,"¿Cómo es un ángulo obtuso?",Matemáticas,4º Primaria,Ángulos,Ángulo obtuso,PROCEDIMIENTO,MAT_PRI4_C2.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C2.1,PROPRIETARY,false,""
santillana-4-primaria-MATES_91,"Un ángulo mide 45°. ¿Es agudo, recto u obtuso?",Matemáticas,4º Primaria,Ángulos,Clasificar,PROCEDIMIENTO,MAT_PRI4_C2.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C2.1,PROPRIETARY,false,""
santillana-4-primaria-MATES_92,"Un ángulo mide 120°. ¿Es agudo, recto u obtuso?",Matemáticas,4º Primaria,Ángulos,Clasificar 2,PROCEDIMIENTO,MAT_PRI4_C2.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C2.1,PROPRIETARY,false,""
santillana-4-primaria-MATES_95,"¿Qué tipo de ángulo forman las manecillas del reloj a las 3:00?",Matemáticas,4º Primaria,Ángulos,Ejemplo real,PROCEDIMIENTO,MAT_PRI4_C2.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,MAT_PRI4_C2.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_1,"¿Cuáles son las partes de una planta?",Ciencias Naturales,4º Primaria,Ciencias de la Naturaleza,Partes,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_2,"¿Para qué sirve la raíz?",Ciencias Naturales,4º Primaria,Ciencias de la Naturaleza,Función raíz,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_3,"¿Para qué sirve el tallo?",Ciencias Naturales,4º Primaria,Ciencias de la Naturaleza,Función tallo,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_4,"¿Para qué sirven las hojas?",Ciencias Naturales,4º Primaria,Ciencias de la Naturaleza,Función hojas,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_5,"¿Qué necesitan las plantas para hacer la fotosíntesis?",Ciencias Naturales,4º Primaria,Ciencias de la Naturaleza,Fotosíntesis,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_6,"¿Para qué sirven las flores?",Ciencias Naturales,4º Primaria,Ciencias de la Naturaleza,Flores,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_7,"¿Cómo se llaman las plantas con flores?",Ciencias Naturales,4º Primaria,Ciencias de la Naturaleza,Tipos,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_8,"Di un ejemplo de planta sin flores",Ciencias Naturales,4º Primaria,Ciencias de la Naturaleza,Sin flores,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_9,"¿Qué diferencia hay entre un árbol y un arbusto?",Ciencias Naturales,4º Primaria,Ciencias de la Naturaleza,Árboles,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_10,"¿Qué son los árboles de hoja caduca?",Ciencias Naturales,4º Primaria,Ciencias de la Naturaleza,Hoja caduca,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_11,"¿Qué son los árboles de hoja perenne?",Ciencias Naturales,4º Primaria,Ciencias de la Naturaleza,Hoja perenne,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_14,"¿Cuáles son los 5 grupos de vertebrados?",Ciencias Naturales,4º Primaria,Los Animales Vertebrados,Grupos,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_15,"¿Qué características tienen los mamíferos?",Ciencias Naturales,4º Primaria,Los Animales Vertebrados,Mamíferos,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_16,"¿Qué características tienen las aves?",Ciencias Naturales,4º Primaria,Los Animales Vertebrados,Aves,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_17,"¿Qué características tienen los peces?",Ciencias Naturales,4º Primaria,Los Animales Vertebrados,Peces,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_18,"¿Qué características tienen los reptiles?",Ciencias Naturales,4º Primaria,Los Animales Vertebrados,Reptiles,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_19,"¿Qué características tienen los anfibios?",Ciencias Naturales,4º Primaria,Los Animales Vertebrados,Anfibios,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_20,"¿A qué grupo pertenece el perro?",Ciencias Naturales,4º Primaria,Los Animales Vertebrados,Clasificar,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_21,"¿A qué grupo pertenece el águila?",Ciencias Naturales,4º Primaria,Los Animales Vertebrados,Clasificar 2,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_24,"¿Por qué el delfín es mamífero y no pez?",Ciencias Naturales,4º Primaria,Los Animales Vertebrados,Desafío,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_26,"Di 3 ejemplos de invertebrados",Ciencias Naturales,4º Primaria,Los Animales Invertebrados,Ejemplos,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_27,"¿Cuántas patas tienen los insectos?",Ciencias Naturales,4º Primaria,Los Animales Invertebrados,Insectos,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_28,"¿Cuántas patas tienen las arañas?",Ciencias Naturales,4º Primaria,Los Animales Invertebrados,Arácnidos,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_29,"¿Cuáles son las 3 partes del cuerpo de un insecto?",Ciencias Naturales,4º Primaria,Los Animales Invertebrados,Partes insecto,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_30,"¿Cómo se transforma una oruga?",Ciencias Naturales,4º Primaria,Los Animales Invertebrados,Metamorfosis,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_31,"¿Qué son los moluscos?",Ciencias Naturales,4º Primaria,Los Animales Invertebrados,Moluscos,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_32,"¿Los gusanos son vertebrados o invertebrados?",Ciencias Naturales,4º Primaria,Los Animales Invertebrados,Gusanos,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_33,"¿Qué son las medusas?",Ciencias Naturales,4º Primaria,Los Animales Invertebrados,Medusas,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_35,"¿Las esponjas son animales o plantas?",Ciencias Naturales,4º Primaria,Los Animales Invertebrados,Esponja,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_38,"¿Qué tiene un ecosistema?",Ciencias Naturales,4º Primaria,Los Ecosistemas,Componentes,PROCEDIMIENTO,NAT_PRI4_C1.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.3,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_39,"Di 2 tipos de ecosistemas",Ciencias Naturales,4º Primaria,Los Ecosistemas,Tipos,PROCEDIMIENTO,NAT_PRI4_C1.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.3,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_41,"¿Qué son los productores?",Ciencias Naturales,4º Primaria,Los Ecosistemas,Productores,PROCEDIMIENTO,NAT_PRI4_C1.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.3,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_42,"¿Qué son los consumidores?",Ciencias Naturales,4º Primaria,Los Ecosistemas,Consumidores,PROCEDIMIENTO,NAT_PRI4_C1.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.3,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_43,"¿Qué comen los herbívoros?",Ciencias Naturales,4º Primaria,Los Ecosistemas,Herbívoros,PROCEDIMIENTO,NAT_PRI4_C1.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.3,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_44,"¿Qué comen los carnívoros?",Ciencias Naturales,4º Primaria,Los Ecosistemas,Carnívoros,PROCEDIMIENTO,NAT_PRI4_C1.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.3,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_45,"¿Qué comen los omnívoros?",Ciencias Naturales,4º Primaria,Los Ecosistemas,Omnívoros,PROCEDIMIENTO,NAT_PRI4_C1.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.3,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_46,"Ordena esta cadena: zorro, hierba, conejo",Ciencias Naturales,4º Primaria,Los Ecosistemas,Ejemplo cadena,PROCEDIMIENTO,NAT_PRI4_C1.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.3,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_47,"¿Qué pasa si desaparecen todas las plantas de un ecosistema?",Ciencias Naturales,4º Primaria,Los Ecosistemas,Equilibrio,PROCEDIMIENTO,NAT_PRI4_C1.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.3,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_48,"¿Los humanos somos herbívoros, carnívoros u omnívoros?",Ciencias Naturales,4º Primaria,Los Ecosistemas,Desafío,PROCEDIMIENTO,NAT_PRI4_C1.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C1.3,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_50,"Di 3 fuentes de energía",Ciencias Naturales,4º Primaria,La Energía,Fuentes,PROCEDIMIENTO,NAT_PRI4_C2.2,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C2.2,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_51,"¿Qué son las energías renovables?",Ciencias Naturales,4º Primaria,La Energía,Renovable,PROCEDIMIENTO,NAT_PRI4_C2.2,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C2.2,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_52,"¿Qué son las energías no renovables?",Ciencias Naturales,4º Primaria,La Energía,No renovable,PROCEDIMIENTO,NAT_PRI4_C2.2,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C2.2,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_53,"¿De dónde viene la energía solar?",Ciencias Naturales,4º Primaria,La Energía,Solar,PROCEDIMIENTO,NAT_PRI4_C2.2,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C2.2,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_54,"¿De dónde viene la energía eólica?",Ciencias Naturales,4º Primaria,La Energía,Eólica,PROCEDIMIENTO,NAT_PRI4_C2.2,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C2.2,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_55,"¿De dónde viene la energía hidráulica?",Ciencias Naturales,4º Primaria,La Energía,Hidráulica,PROCEDIMIENTO,NAT_PRI4_C2.2,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C2.2,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_56,"¿Para qué usamos la electricidad en casa?",Ciencias Naturales,4º Primaria,La Energía,Electricidad,PROCEDIMIENTO,NAT_PRI4_C2.2,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C2.2,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_57,"Di una forma de ahorrar energía",Ciencias Naturales,4º Primaria,La Energía,Ahorro,PROCEDIMIENTO,NAT_PRI4_C2.2,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C2.2,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_58,"¿La energía se crea o se transforma?",Ciencias Naturales,4º Primaria,La Energía,Transformación,PROCEDIMIENTO,NAT_PRI4_C2.2,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C2.2,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_59,"¿Qué forma de energía produce una estufa?",Ciencias Naturales,4º Primaria,La Energía,Calor,PROCEDIMIENTO,NAT_PRI4_C2.2,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C2.2,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_62,"Di 3 ejemplos de máquinas simples",Ciencias Naturales,4º Primaria,Las Máquinas,Simples,PROCEDIMIENTO,NAT_PRI4_C2.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C2.3,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_65,"¿Para qué sirve la rueda?",Ciencias Naturales,4º Primaria,Las Máquinas,Rueda,PROCEDIMIENTO,NAT_PRI4_C2.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C2.3,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_66,"¿Para qué sirve una polea?",Ciencias Naturales,4º Primaria,Las Máquinas,Polea,PROCEDIMIENTO,NAT_PRI4_C2.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C2.3,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_68,"¿La bicicleta es una máquina simple o compleja?",Ciencias Naturales,4º Primaria,Las Máquinas,Identificar,PROCEDIMIENTO,NAT_PRI4_C2.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C2.3,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_69,"¿Para qué usamos las máquinas?",Ciencias Naturales,4º Primaria,Las Máquinas,Ventaja,PROCEDIMIENTO,NAT_PRI4_C2.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C2.3,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_70,"¿Las máquinas necesitan energía para funcionar?",Ciencias Naturales,4º Primaria,Las Máquinas,Energía,PROCEDIMIENTO,NAT_PRI4_C2.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C2.3,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_71,"¿Qué tipo de máquina es un abreluatas?",Ciencias Naturales,4º Primaria,Las Máquinas,Ejemplo,PROCEDIMIENTO,NAT_PRI4_C2.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C2.3,PROPRIETARY,false,""
santillana-4-primaria-NATURALES_72,"Di 3 máquinas que uses en casa",Ciencias Naturales,4º Primaria,Las Máquinas,Desafío,PROCEDIMIENTO,NAT_PRI4_C2.3,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,NAT_PRI4_C2.3,PROPRIETARY,false,""
santillana-4-primaria-SOCIALES_2,"Di 2 cordilleras de España",Ciencias Sociales,4º Primaria,Ciencias Sociales,Cordilleras,PROCEDIMIENTO,SOC_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,SOC_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-SOCIALES_4,"¿Qué mares rodean España?",Ciencias Sociales,4º Primaria,Ciencias Sociales,Costas,PROCEDIMIENTO,SOC_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,SOC_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-SOCIALES_5,"Di los 3 ríos más largos de España",Ciencias Sociales,4º Primaria,Ciencias Sociales,Ríos largos,PROCEDIMIENTO,SOC_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,SOC_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-SOCIALES_7,"¿Cuáles son los dos archipiélagos de España?",Ciencias Sociales,4º Primaria,Ciencias Sociales,Islas,PROCEDIMIENTO,SOC_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,SOC_PRI4_C1.1,PROPRIETARY,false,""
santillana-4-primaria-SOCIALES_12,"¿En qué mar desemboca el río Ebro?",Ciencias Sociales,4º Primaria,Ciencias Sociales,Desafío,PROCEDIMIENTO,SOC_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,SOC_PRI4_C1.1,PROPRIETARY,false,""
